experiment,instrument,run,spots,bases,size,published
SRX482825[accn],Illumina Genome Analyzer IIx,SRR1185413,"6,967,070",2.1G,1.2Gb,2014-03-08
SRX482825[accn],Illumina Genome Analyzer IIx,SRR1185413,"6,967,070",2.1G,1.2Gb,2014-03-08
SRX480925[accn],Illumina Genome Analyzer IIx,SRR1182512,"5,345,414",1.6G,986.3Mb,2015-07-22
SRX480925[accn],Illumina Genome Analyzer IIx,SRR1182512,"5,345,414",1.6G,986.3Mb,2015-07-22
SRX483565[accn],Illumina Genome Analyzer IIx,SRR1186214,"1,330,024",401.7M,246Mb,2014-03-10
SRX483565[accn],Illumina Genome Analyzer IIx,SRR1186214,"1,330,024",401.7M,246Mb,2014-03-10
SRX500867[accn],Illumina Genome Analyzer IIx,SRR1204581,"9,688,114",2.9G,1.7Gb,2014-03-25
SRX500867[accn],Illumina Genome Analyzer IIx,SRR1204581,"9,688,114",2.9G,1.7Gb,2014-03-25
SRX495672[accn],Illumina MiSeq,SRR1199270,"4,492,801",1.4G,825.9Mb,2014-03-19
SRX495672[accn],Illumina MiSeq,SRR1199270,"4,492,801",1.4G,825.9Mb,2014-03-19
SRX495673[accn],Illumina Genome Analyzer IIx,SRR1199271,"1,325,778",400.4M,239.7Mb,2014-03-19
SRX495673[accn],Illumina Genome Analyzer IIx,SRR1199271,"1,325,778",400.4M,239.7Mb,2014-03-19
SRX501405[accn],Illumina Genome Analyzer IIx,SRR1205252,"280,798",84.8M,51.1Mb,2014-03-26
SRX501405[accn],Illumina Genome Analyzer IIx,SRR1205252,"280,798",84.8M,51.1Mb,2014-03-26
SRX504487[accn],Illumina Genome Analyzer IIx,SRR1209977,"4,653,338",1.4G,861Mb,2015-07-22
SRX504487[accn],Illumina Genome Analyzer IIx,SRR1209977,"4,653,338",1.4G,861Mb,2015-07-22
SRX501433[accn],Illumina Genome Analyzer IIx,SRR1205253,"3,318,580",1G,604.1Mb,2014-03-26
SRX501433[accn],Illumina Genome Analyzer IIx,SRR1205253,"3,318,580",1G,604.1Mb,2014-03-26
SRX498866[accn],Illumina Genome Analyzer IIx,SRR1202090,"263,173",79.5M,47.8Mb,2014-03-24
SRX498866[accn],Illumina Genome Analyzer IIx,SRR1202090,"263,173",79.5M,47.8Mb,2014-03-24
SRX498867[accn],Illumina Genome Analyzer IIx,SRR1202091,"4,217,191",1.3G,749.4Mb,2014-03-24
SRX498867[accn],Illumina Genome Analyzer IIx,SRR1202091,"4,217,191",1.3G,749.4Mb,2014-03-24
SRX481234[accn],Illumina Genome Analyzer IIx,SRR1183650,"6,327,144",1.9G,1.1Gb,2015-07-22
SRX481234[accn],Illumina Genome Analyzer IIx,SRR1183650,"6,327,144",1.9G,1.1Gb,2015-07-22
SRX2319966[accn],Illumina HiSeq 2500,SRR4831650,"11,753,220",3.5G,2Gb,2016-11-09
SRX2319966[accn],Illumina HiSeq 2500,SRR4831650,"11,753,220",3.5G,2Gb,2016-11-09
SRX2319964[accn],Illumina HiSeq 2500,SRR4831648,"16,415,572",4.9G,2.8Gb,2016-11-09
SRX2319964[accn],Illumina HiSeq 2500,SRR4831648,"16,415,572",4.9G,2.8Gb,2016-11-09
SRX2319974[accn],Illumina HiSeq 2500,SRR4831658,"406,852",122.1M,82.5Mb,2016-11-09
SRX2319974[accn],Illumina HiSeq 2500,SRR4831658,"406,852",122.1M,82.5Mb,2016-11-09
SRX2319977[accn],Illumina HiSeq 2500,SRR4831661,"3,891,471",972.9M,548.9Mb,2016-11-09
SRX2319978[accn],Illumina HiSeq 2500,SRR4831662,"10,555,642",2.6G,1.4Gb,2016-11-09
SRX2319979[accn],Illumina HiSeq 2500,SRR4831663,"1,422,585",355.6M,200Mb,2016-11-09
SRX2319980[accn],Illumina HiSeq 2500,SRR4831664,"21,455,577",5.4G,2.9Gb,2016-11-09
SRX2319982[accn],Illumina HiSeq 2500,SRR4831666,"14,289,517",3.6G,2Gb,2016-11-09
SRX2319971[accn],Illumina HiSeq 2500,SRR4831655,"19,046,266",4.8G,2.6Gb,2016-11-09
